Data,Brent USD/b,PLN/USD,Eurodiesel
2016-07-01,50.35,3.9548,3399.0
2016-06-30,49.68,3.9803,3383.0
2016-06-29,50.61,3.9905,3372.0
2016-06-28,48.58,4.003,3375.0
2016-06-24,48.41,3.9994,3374.0
2016-06-23,50.91,3.8593,3377.0
2016-06-22,49.88,3.8945,3369.0
2016-06-21,50.62,3.8741,3354.0
2016-06-17,49.17,3.9412,3366.0
2016-06-16,47.19,3.9469,3393.0
2016-06-15,48.97,3.9351,3395.0
2016-06-14,49.83,3.9483,3395.0
2016-06-10,50.54,3.8545,3397.0
2016-06-09,51.95,3.8126,3389.0
2016-06-08,52.51,3.815,3385.0
2016-06-07,51.44,3.8298,3392.0
2016-06-03,49.64,3.9384,3411.0
2016-06-02,50.04,3.9204,3413.0
2016-06-01,49.72,3.935,3415.0
2016-05-25,49.74,3.9684,3396.0
2016-05-24,48.61,3.9789,3367.0
2016-05-20,48.72,3.9358,3352.0
2016-05-19,48.81,3.9161,3354.0
2016-05-18,48.93,3.9005,3326.0
2016-05-17,49.28,3.8508,3301.0
2016-05-13,47.83,3.8775,3239.0
2016-05-12,48.08,3.8811,3229.0
2016-05-11,47.6,3.8855,3185.0
2016-05-10,45.52,3.8853,3195.0
2016-05-06,45.37,3.8732,3186.0
2016-05-05,45.01,3.8475,3206.0
2016-04-29,48.13,3.8738,3225.0
2016-04-28,48.14,3.8695,3203.0
2016-04-27,47.18,3.8793,3188.0
2016-04-26,45.74,3.8935,3170.0
2016-04-22,45.11,3.8399,3128.0
2016-04-21,44.53,3.7981,3106.0
2016-04-20,45.8,3.7842,3091.0
2016-04-19,44.03,3.7925,3093.0
2016-04-15,43.1,3.8176,3091.0
2016-04-14,43.84,3.8174,3067.0
2016-04-13,44.18,3.7771,3070.0
2016-04-12,44.69,3.749,3032.0
2016-04-08,41.94,3.7701,2957.0
2016-04-07,39.43,3.7414,2960.0
2016-04-06,39.84,3.751,2960.0
2016-04-05,37.87,3.7337,3002.0
2016-04-01,38.67,3.7193,3039.0
2016-03-31,39.6,3.759,3045.0
2016-03-30,39.26,3.7495,3060.0
2016-03-24,40.44,3.824,3101.0
2016-03-23,40.47,3.801,3112.0
2016-03-22,41.79,3.8005,3110.0
2016-03-18,41.2,3.7882,3096.0
2016-03-17,41.54,3.8037,3079.0
2016-03-16,40.33,3.8749,3079.0
2016-03-15,38.74,3.8649,3094.0
2016-03-11,40.39,3.8903,3105.0
2016-03-10,40.05,3.932,3102.0
2016-03-09,41.07,3.9395,3080.0
2016-03-08,39.65,3.9333,3054.0
2016-03-04,38.72,3.9545,3025.0
2016-03-03,37.07,3.9805,3010.0
2016-03-02,36.93,3.9861,2996.0
2016-03-01,36.81,3.9924,2980.0
2016-02-26,35.1,3.9545,2949.0
2016-02-25,35.29,3.9705,2943.0
2016-02-24,34.41,3.9803,2941.0
2016-02-23,33.27,3.9671,2963.0
2016-02-19,33.01,3.9531,2962.0
2016-02-18,34.28,3.9416,2939.0
2016-02-17,34.5,3.9431,2921.0
2016-02-16,32.18,3.9404,2900.0
2016-02-12,33.36,3.9074,2871.0
2016-02-11,30.06,3.9219,2903.0
2016-02-10,30.84,3.9383,2937.0
2016-02-09,30.32,3.9771,2962.0
2016-02-05,34.06,3.942,2960.0
2016-02-04,34.46,3.9492,2954.0
2016-02-03,35.04,4.0325,2956.0
2016-02-02,32.72,4.0333,2975.0
2016-01-29,34.74,4.0723,2960.0
2016-01-28,33.89,4.0872,2930.0
2016-01-27,33.1,4.1144,2911.0
2016-01-26,31.8,4.1475,2898.0
2016-01-22,32.18,4.1031,2825.0
2016-01-21,29.25,4.1303,2835.0
2016-01-20,27.88,4.0877,2867.0
2016-01-19,28.76,4.0917,2874.0
2016-01-15,28.94,4.0411,2886.0
2016-01-14,31.03,3.999,2900.0
2016-01-13,30.31,4.0068,2920.0
2016-01-12,30.86,4.017,2961.0
2016-01-08,33.55,3.9963,3030.0
2016-01-05,36.42,4.0073,3014.0
2015-12-31,37.28,3.9011,3040.0
2015-12-30,36.46,3.8801,3050.0
2015-12-24,37.89,3.8695,3037.0
2015-12-23,37.36,3.8872,3046.0
2015-12-22,36.11,3.8787,3053.0
2015-12-18,36.88,3.9558,3049.0
2015-12-17,37.06,3.9646,3038.0
2015-12-16,37.19,3.9644,3041.0
2015-12-15,38.45,3.9523,3064.0
2015-12-11,37.93,3.9718,3153.0
2015-12-10,39.73,3.9601,3178.0
2015-12-09,40.11,3.9705,3213.0
2015-12-08,40.26,3.9877,3251.0
2015-12-04,43.0,3.9607,3288.0
2015-12-03,43.84,4.04,3311.0
2015-12-02,42.49,4.0305,3339.0
2015-12-01,44.44,4.0248,3361.0
2015-11-27,44.86,4.0333,3376.0
2015-11-26,45.46,4.0298,3383.0
2015-11-25,46.17,4.0215,3374.0
2015-11-24,46.12,4.0021,3363.0
2015-11-20,44.66,3.9706,3357.0
2015-11-19,44.18,3.9754,3340.0
2015-11-18,44.14,3.9802,3340.0
2015-11-17,43.57,3.9775,3349.0
2015-11-13,43.61,3.9388,3412.0
2015-11-10,47.44,3.957,3437.0
2015-11-06,47.42,3.9075,3442.0
2015-11-05,47.98,3.8925,3435.0
2015-11-04,48.58,3.8876,3430.0
2015-11-03,50.54,3.8678,3419.0
2015-10-30,49.56,3.8748,3396.0
2015-10-29,48.8,3.8974,3381.0
2015-10-28,49.05,3.8826,3364.0
2015-10-27,46.81,3.8669,3364.0
2015-10-23,47.99,3.82,3331.0
2015-10-22,48.08,3.7806,3321.0
2015-10-21,47.85,3.7627,3324.0
2015-10-20,48.71,3.7385,3322.0
2015-10-16,50.46,3.7243,3329.0
2015-10-15,48.71,3.6948,3362.0
2015-10-14,49.15,3.7129,3400.0
2015-10-13,49.24,3.7199,3435.0
2015-10-09,52.65,3.7242,3469.0
2015-10-08,53.05,3.7543,3465.0
2015-10-07,51.33,3.7604,3439.0
2015-10-06,51.92,3.789,3418.0
2015-10-02,48.13,3.8028,3414.0
2015-10-01,47.69,3.8005,3399.0
2015-09-30,48.37,3.7754,3403.0
2015-09-29,48.23,3.7799,3403.0
2015-09-25,48.6,3.7818,3409.0
2015-09-24,48.17,3.7687,3397.0
2015-09-23,47.75,3.7801,3363.0
2015-09-22,49.08,3.7438,3363.0
2015-09-18,47.47,3.6738,3370.0
2015-09-17,49.08,3.7129,3370.0
2015-09-16,49.75,3.7315,3347.0
2015-09-15,46.63,3.7238,3363.0
2015-09-11,48.14,3.7264,3426.0
2015-09-10,48.89,3.7648,3422.0
2015-09-09,47.58,3.7634,3443.0
2015-09-08,49.52,3.7878,3456.0
2015-09-04,49.61,3.7952,3434.0
2015-09-03,50.68,3.7645,3414.0
2015-09-02,50.5,3.7626,3385.0
2015-08-28,50.05,3.7493,3283.0
2015-08-27,47.56,3.745,3260.0
2015-08-26,43.14,3.6937,3266.0
2015-08-25,43.21,3.6613,3294.0
2015-08-21,45.46,3.7308,3386.0
2015-08-20,46.62,3.7659,3401.0
2015-08-19,47.16,3.7718,3419.0
2015-08-18,48.81,3.7578,3416.0
2015-08-14,49.03,3.7557,3433.0
2015-08-13,49.22,3.7625,3439.0
2015-08-12,49.66,3.7805,3431.0
2015-08-11,49.18,3.8087,3439.0
2015-08-07,48.61,3.8326,3425.0
2015-08-06,49.52,3.8385,3427.0
2015-08-05,49.59,3.8359,3417.0
2015-08-04,49.99,3.7792,3439.0
2015-07-31,52.21,3.7929,3474.0
2015-07-30,53.31,3.7754,3471.0
2015-07-29,53.38,3.7471,3467.0
2015-07-28,53.3,3.7303,3496.0
2015-07-24,54.62,3.7654,3543.0
2015-07-23,55.27,3.7559,3550.0
2015-07-22,56.13,3.7629,3550.0
2015-07-21,57.04,3.7875,3556.0
2015-07-17,57.1,3.7676,3574.0
2015-07-16,57.51,3.7694,3588.0
2015-07-15,57.05,3.747,3602.0
2015-07-14,58.51,3.7645,3623.0
2015-07-10,58.73,3.7709,3620.0
2015-07-09,58.61,3.829,3616.0
2015-07-08,57.05,3.8225,3636.0
2015-07-07,56.85,3.8313,3688.0
2015-07-03,60.32,3.7726,3736.0
2015-07-02,62.07,3.7859,3726.0
2015-07-01,62.01,3.7625,3722.0
2015-06-30,63.59,3.7645,3716.0
2015-06-26,63.26,3.7275,3725.0
2015-06-25,63.2,3.7305,3710.0
2015-06-24,63.49,3.7103,3692.0
2015-06-23,64.45,3.704,3686.0
2015-06-19,63.02,3.6879,3711.0
2015-06-18,64.26,3.6556,3704.0
2015-06-17,63.87,3.6873,3708.0
2015-06-16,63.7,3.6933,3717.0
2015-06-12,63.87,3.7094,3730.0
2015-06-11,65.11,3.6817,3723.0
2015-06-10,65.7,3.676,3697.0
2015-06-09,64.88,3.6975,3679.0
2015-06-03,63.8,3.7108,3783.0
2015-06-02,65.49,3.7676,3758.0
2015-05-29,65.56,3.7671,3740.0
2015-05-28,62.58,3.7858,3748.0
2015-05-27,62.06,3.7906,3760.0
2015-05-22,65.37,3.669,3726.0
2015-05-21,66.54,3.6605,3704.0
2015-05-20,65.03,3.6538,3704.0
2015-05-19,64.02,3.6152,3723.0
2015-05-15,66.81,3.5719,3753.0
2015-05-14,66.59,3.5921,3738.0
2015-05-13,66.81,3.63,3712.0
2015-05-12,66.86,3.6447,3698.0
2015-05-08,65.39,3.6095,3751.0
2015-05-07,65.54,3.583,3748.0
2015-05-06,67.77,3.6116,3726.0
2015-04-30,66.78,3.5987,3706.0
2015-04-29,65.84,3.6396,3708.0
2015-04-28,64.64,3.6751,3723.0
2015-04-24,65.28,3.6895,3695.0
2015-04-23,64.85,3.7371,3681.0
2015-04-22,62.73,3.7125,3691.0
2015-04-21,62.08,3.7275,3703.0
2015-04-17,63.45,3.7277,3686.0
2015-04-16,63.98,3.7746,3664.0
2015-04-15,60.32,3.7875,3641.0
2015-04-14,58.43,3.8001,3611.0
2015-04-10,57.87,3.7894,3574.0
2015-04-09,56.57,3.7414,3568.0
2015-04-08,55.55,3.7135,3587.0
2015-04-02,54.95,3.7524,3590.0
2015-04-01,57.1,3.789,3598.0
2015-03-31,55.11,3.8125,3601.0
2015-03-27,56.41,3.789,3575.0
2015-03-26,59.19,3.705,3579.0
2015-03-25,56.48,3.7355,3604.0
2015-03-24,55.11,3.7453,3617.0
2015-03-20,55.32,3.8645,3607.0
2015-03-19,54.43,3.8596,3606.0
2015-03-18,55.91,3.9073,3607.0
2015-03-17,53.51,3.9034,3634.0
2015-03-13,54.67,3.9141,3689.0
2015-03-12,57.08,3.8928,3700.0
2015-03-11,57.54,3.9091,3698.0
2015-03-10,56.39,3.8345,3712.0
2015-03-06,59.73,3.7649,3707.0
2015-03-05,60.48,3.7525,3704.0
2015-03-04,60.55,3.7485,3718.0
2015-03-03,61.02,3.719,3707.0
2015-02-27,62.58,3.698,3687.0
2015-02-26,60.05,3.6519,3689.0
2015-02-25,61.63,3.6649,3697.0
2015-02-24,58.66,3.6948,3680.0
2015-02-20,60.22,3.6895,3664.0
2015-02-19,60.21,3.6631,3686.0
2015-02-18,60.53,3.6784,3695.0
2015-02-17,62.53,3.6788,3683.0
2015-02-13,61.52,3.6552,3621.0
2015-02-12,57.05,3.6926,3606.0
2015-02-11,54.66,3.7094,3611.0
2015-02-10,56.43,3.722,3623.0
2015-02-06,57.8,3.6395,3548.0
2015-02-05,56.57,3.6656,3484.0
2015-02-04,54.16,3.644,3454.0
2015-02-03,57.91,3.6886,3412.0
2015-01-30,52.99,3.7204,3388.0
2015-01-29,49.13,3.7418,3397.0
2015-01-28,48.47,3.7276,3398.0
2015-01-27,49.6,3.7348,3398.0
2015-01-23,48.79,3.7687,3378.0
2015-01-22,48.52,3.6994,3392.0
2015-01-21,49.03,3.7358,3380.0
2015-01-20,47.99,3.7346,3369.0
2015-01-16,50.17,3.7174,3348.0
2015-01-15,47.67,3.6588,3333.0
2015-01-14,48.69,3.6525,3345.0
2015-01-13,46.59,3.6252,3376.0
2015-01-09,50.11,3.6252,3421.0
2015-01-08,50.96,3.6482,3443.0
2014-12-31,57.33,3.5072,3466.0
2014-12-30,57.9,3.5458,3484.0
2014-12-24,60.24,3.529,3487.0
2014-12-23,61.69,3.4937,3477.0
2014-12-19,61.38,3.4791,3465.0
2014-12-18,59.27,3.4428,3447.0
2014-12-17,61.18,3.3928,3426.0
2014-12-16,59.86,3.3522,3450.0
2014-12-12,61.85,3.3639,3533.0
2014-12-11,63.68,3.3611,3541.0
2014-12-10,64.24,3.3572,3590.0
2014-12-09,66.84,3.3688,3605.0
2014-12-05,69.07,3.3619,3650.0
2014-12-04,69.64,3.3728,3670.0
2014-12-03,69.92,3.373,3667.0
2014-12-02,70.54,3.3466,3683.0
2014-11-28,70.15,3.3605,3760.0
2014-11-27,72.58,3.3528,3840.0
2014-11-26,77.75,3.3546,3845.0
2014-11-25,78.33,3.3706,3848.0
2014-11-21,80.36,3.3827,3833.0
2014-11-20,79.33,3.368,3844.0
2014-11-19,78.1,3.3655,3852.0
2014-11-18,78.47,3.3706,3856.0
2014-11-14,79.41,3.3933,3919.0
2014-11-13,77.92,3.386,3981.0
2014-11-07,83.39,3.4084,3954.0
2014-11-06,82.86,3.3769,3953.0
2014-11-05,82.95,3.3887,3948.0
2014-11-04,82.82,3.3776,3981.0
2014-10-31,85.86,3.3459,3961.0
2014-10-30,86.24,3.3592,3952.0
2014-10-29,87.12,3.3192,3939.0
2014-10-28,86.03,3.3295,3936.0
2014-10-24,86.13,3.3387,3938.0
2014-10-23,86.83,3.339,3923.0
2014-10-22,84.71,3.3275,3915.0
2014-10-21,86.22,3.2987,3910.0
2014-10-17,86.16,3.2964,3886.0
2014-10-16,84.47,3.2985,3949.0
2014-10-15,83.78,3.3262,3969.0
2014-10-14,85.04,3.3095,3982.0
2014-10-10,90.21,3.2985,4011.0
2014-10-09,90.05,3.2776,4031.0
2014-10-08,91.38,3.305,4037.0
2014-10-07,92.11,3.3106,4047.0
2014-10-03,92.31,3.3079,4057.0
2014-10-02,93.42,3.3039,4105.0
2014-10-01,94.16,3.3172,4091.0
2014-09-30,94.67,3.2973,4085.0
2014-09-26,97.0,3.2776,4067.0
2014-09-25,97.0,3.2823,4052.0
2014-09-24,96.95,3.2525,4053.0
2014-09-23,96.85,3.243,4074.0
2014-09-19,98.39,3.2507,4096.0
2014-09-18,97.7,3.249,4112.0
2014-09-17,98.97,3.2331,4117.0
2014-09-16,99.05,3.2419,4115.0
2014-09-12,97.11,3.2468,4117.0
2014-09-11,98.08,3.2435,4148.0
2014-09-10,98.04,3.2508,4156.0
2014-09-09,99.16,3.2605,4154.0
2014-09-05,100.82,3.2354,4150.0
2014-09-04,101.83,3.1947,4149.0
2014-09-03,102.77,3.1912,4144.0
2014-09-02,100.34,3.2112,4150.0
2014-08-29,103.19,3.1965,4134.0
2014-08-28,102.46,3.1834,4123.0
2014-08-27,102.72,3.1764,4112.0
2014-08-26,102.5,3.1686,4100.0
2014-08-22,102.29,3.152,4109.0
2014-08-21,102.63,3.1569,4100.0
2014-08-20,102.28,3.147,4103.0
2014-08-19,101.56,3.1356,4106.0
2014-08-14,102.01,3.1285,4152.0
2014-08-13,104.28,3.1442,4161.0
2014-08-12,103.02,3.1465,4168.0
2014-08-08,105.02,3.1509,4141.0
2014-08-07,105.44,3.1397,4130.0
2014-08-06,104.59,3.1377,4129.0
2014-08-05,104.61,3.1121,4145.0
2014-08-01,104.84,3.128,4147.0
2014-07-31,106.02,3.1094,4140.0
2014-07-30,106.51,3.0978,4134.0
2014-07-29,107.72,3.09,4122.0
2014-07-25,108.39,3.0831,4107.0
2014-07-24,107.07,3.0702,4104.0
2014-07-23,108.03,3.0707,4100.0
2014-07-22,107.33,3.0748,4094.0
2014-07-18,107.24,3.0652,4080.0
2014-07-17,107.89,3.0579,4077.0
2014-07-16,105.85,3.0503,4069.0
2014-07-15,106.02,3.0454,4084.0
2014-07-11,106.66,3.0426,4088.0
2014-07-10,108.67,3.0323,4104.0
2014-07-09,108.28,3.0322,4123.0
2014-07-08,108.94,3.0441,4130.0
2014-07-04,110.64,3.0495,4145.0
2014-07-03,111.0,3.0418,4160.0
2014-07-02,111.24,3.0387,4182.0
2014-07-01,112.29,3.0355,4197.0
2014-06-27,113.3,3.0485,4213.0
2014-06-26,113.21,3.0361,4220.0
2014-06-25,114.0,3.0451,4223.0
2014-06-24,114.46,3.0526,4216.0
2014-06-18,114.26,3.0589,4161.0
2014-06-17,113.45,3.0495,4137.0
2014-06-13,113.41,3.0382,4097.0
2014-06-12,113.02,3.0374,4080.0
2014-06-11,109.95,3.0431,4067.0
2014-06-10,109.52,3.0303,4063.0
2014-06-06,108.61,3.0222,4062.0
2014-06-05,108.79,3.0275,4067.0
2014-06-04,108.4,3.0491,4066.0
2014-06-03,108.82,3.0449,4078.0
2014-05-30,109.41,3.0435,4118.0
2014-05-29,109.97,3.0395,4131.0
2014-05-28,109.81,3.0598,4142.0
2014-05-23,110.54,3.049,4155.0
2014-05-22,110.36,3.0525,4155.0
2014-05-21,110.55,3.054,4154.0
2014-05-20,109.69,3.062,4156.0
2014-05-16,109.75,3.0567,4144.0
2014-05-15,110.44,3.0589,4129.0
2014-05-14,110.19,3.048,4118.0
2014-05-13,109.24,3.0381,4110.0
2014-05-09,107.89,3.0247,4097.0
2014-05-08,108.04,3.0042,4107.0
2014-05-07,108.13,3.0187,4110.0
2014-05-06,107.06,3.0196,4130.0
2014-04-30,108.07,3.044,4165.0
2014-04-29,108.98,3.0318,4162.0
2014-04-25,109.58,3.0378,4169.0
2014-04-24,110.33,3.0285,4182.0
2014-04-23,109.11,3.0273,4193.0
2014-04-17,109.53,3.0317,4186.0
2014-04-16,109.6,3.0272,4166.0
2014-04-15,108.74,3.0325,4146.0
2014-04-11,107.33,3.0086,4130.0
2014-04-10,107.46,3.0092,4127.0
2014-04-09,107.98,3.0221,4122.0
2014-04-08,107.67,3.0276,4122.0
2014-04-04,106.72,3.0397,4113.0
2014-04-03,106.15,3.033,4125.0
2014-04-02,104.79,3.0288,4152.0
2014-04-01,105.62,3.0278,4161.0
2014-03-28,108.07,3.0374,4150.0
2014-03-27,107.83,3.0401,4141.0
2014-03-26,107.03,3.0318,4146.0
2014-03-25,106.99,3.0342,4140.0
2014-03-21,106.92,3.0425,4115.0
2014-03-20,106.45,3.05,4109.0
2014-03-19,105.85,3.0245,4123.0
2014-03-18,106.79,3.0396,4118.0
2014-03-14,108.57,3.0481,4125.0
2014-03-13,107.39,3.0284,4139.0
2014-03-12,108.02,3.0508,4151.0
2014-03-11,108.55,3.0449,4149.0
2014-03-07,109.0,3.0185,4178.0
2014-03-06,108.1,3.0427,4190.0
2014-03-05,107.76,3.0477,4196.0
2014-03-04,109.3,3.0489,4199.0
2014-02-28,109.07,3.0254,4192.0
2014-02-27,108.96,3.0655,4192.0
2014-02-26,109.52,3.026,4200.0
2014-02-25,109.51,3.0264,4218.0
2014-02-21,109.85,3.0389,4225.0
2014-02-20,110.3,3.049,4204.0
2014-02-19,110.47,3.0286,4189.0
2014-02-18,110.46,3.03,4182.0
2014-02-14,109.08,3.0334,4192.0
2014-02-13,108.73,3.0532,4196.0
2014-02-12,108.79,3.0552,4198.0
2014-02-11,108.68,3.0581,4198.0
2014-02-07,109.57,3.0857,4197.0
2014-02-06,107.19,3.095,4203.0
2014-02-05,106.25,3.0987,4212.0
2014-02-04,105.78,3.1189,4222.0
2014-01-31,106.4,3.1288,4232.0
2014-01-30,107.95,3.1166,4202.0
2014-01-29,107.85,3.0829,4181.0
2014-01-28,107.41,3.0635,4183.0
2014-01-24,107.88,3.0727,4174.0
2014-01-23,107.58,3.0559,4169.0
2014-01-22,108.27,3.0761,4155.0
2014-01-21,106.73,3.0763,4141.0
2014-01-17,106.48,3.0596,4124.0
2014-01-16,107.09,3.0566,4122.0
2014-01-15,107.13,3.0495,4089.0
2014-01-14,106.39,3.04,4111.0
2014-01-10,107.25,3.07,4136.0
2014-01-09,106.39,3.0695,4150.0
2014-01-08,107.15,3.0717,4146.0
2014-01-03,106.89,3.0517,4160.0
2014-01-02,107.78,3.0315,4196.0
